latitude,longitude,month,aquifer_zone,zone_name,rainfall_mm,rainfall_lag_1m,rainfall_lag_2m,rainfall_rolling_3m,rainfall_std_3m,avg_temp_c,temp_rainfall_interaction,seasonal_index,groundwater_level_m
28.6155,77.1325,2,A,Urban,24.7,80.88821138211382,80.88821138211382,24.7,0.0,17.5,4.3225,0,7.55
28.7584,77.1832,2,A,Urban,16.9,80.88821138211382,80.88821138211382,16.9,0.0,18.2,3.0757999999999996,0,9.18
28.7849,77.2653,2,A,Urban,15.3,80.88821138211382,80.88821138211382,15.3,0.0,17.4,2.6622,0,6.07
28.7098,77.2444,2,A,Urban,17.5,80.88821138211382,80.88821138211382,17.5,0.0,19.8,3.465,0,8.59
28.7357,77.2908,2,A,Urban,18.2,80.88821138211382,80.88821138211382,18.2,0.0,22.6,4.1132,0,7.3
28.7936,77.2694,3,A,Urban,16.1,80.88821138211382,80.88821138211382,16.1,0.0,22.9,3.6869,0,2.9
28.7756,77.12,3,A,Urban,32.0,80.88821138211382,80.88821138211382,32.0,0.0,26.6,8.512,0,4.44
28.619,77.1642,3,A,Urban,29.4,80.88821138211382,80.88821138211382,29.4,0.0,21.0,6.1739999999999995,0,6.99
28.6895,77.2834,3,A,Urban,20.7,80.88821138211382,80.88821138211382,20.7,0.0,20.1,4.1607,0,6.4
28.6284,77.1007,3,A,Urban,16.1,80.88821138211382,80.88821138211382,16.1,0.0,24.7,3.9767,0,9.35
28.6551,77.135,3,A,Urban,12.0,80.88821138211382,80.88821138211382,12.0,0.0,23.6,2.8320000000000003,0,7.91
28.7877,77.1634,3,A,Urban,17.9,80.88821138211382,80.88821138211382,17.9,0.0,25.0,4.475,0,7.79
28.7057,77.2856,3,A,Urban,17.4,80.88821138211382,80.88821138211382,17.4,0.0,27.1,4.7154,0,5.59
28.6898,77.2958,3,A,Urban,20.7,80.88821138211382,80.88821138211382,20.7,0.0,25.1,5.1957,0,7.14
28.6145,77.2673,3,A,Urban,14.6,80.88821138211382,80.88821138211382,14.6,0.0,28.1,4.1026,0,2.29
28.771,77.2948,3,A,Urban,17.6,80.88821138211382,80.88821138211382,17.6,0.0,24.2,4.2592,0,6.92
28.6896,77.1619,3,A,Urban,29.6,80.88821138211382,80.88821138211382,29.6,0.0,19.2,5.6832,0,6.52
28.7514,77.2088,3,A,Urban,21.9,80.88821138211382,80.88821138211382,21.9,0.0,27.1,5.9349,0,7.12
28.7114,77.1414,3,A,Urban,18.9,80.88821138211382,80.88821138211382,18.9,0.0,20.7,3.9122999999999997,0,9.1
28.7689,77.1907,3,A,Urban,18.7,80.88821138211382,80.88821138211382,18.7,0.0,25.1,4.6937,0,6.72
28.7617,77.132,3,A,Urban,21.0,80.88821138211382,80.88821138211382,21.0,0.0,22.1,4.641,0,4.13
28.7301,77.2514,3,A,Urban,21.6,80.88821138211382,80.88821138211382,21.6,0.0,28.6,6.177600000000001,0,5.97
28.6248,77.2129,3,A,Urban,28.3,80.88821138211382,80.88821138211382,28.3,0.0,29.1,8.2353,0,8.62
28.7861,77.1857,3,A,Urban,19.1,80.88821138211382,80.88821138211382,19.1,0.0,26.5,5.0615000000000006,0,2.0
28.6298,77.2916,3,A,Urban,15.8,80.88821138211382,80.88821138211382,15.8,0.0,27.0,4.266,0,5.5
28.6379,77.2096,3,A,Urban,31.1,80.88821138211382,80.88821138211382,31.1,0.0,27.5,8.5525,0,6.36
28.7255,77.2132,3,A,Urban,19.1,80.88821138211382,80.88821138211382,19.1,0.0,26.8,5.1188,0,11.17
28.6546,77.1489,3,A,Urban,14.9,80.88821138211382,80.88821138211382,14.9,0.0,25.6,3.8144000000000005,0,6.45
28.7485,77.2319,3,A,Urban,20.4,80.88821138211382,80.88821138211382,20.4,0.0,20.6,4.2024,0,5.12
28.7959,77.2594,3,A,Urban,25.6,80.88821138211382,80.88821138211382,25.6,0.0,23.3,5.9648,0,4.55
28.6853,77.1372,3,A,Urban,26.7,80.88821138211382,80.88821138211382,26.7,0.0,25.3,6.7551,0,5.04
28.6535,77.264,3,A,Urban,28.7,80.88821138211382,80.88821138211382,28.7,0.0,24.2,6.945399999999999,0,7.46
28.6698,77.1908,3,A,Urban,25.2,80.88821138211382,80.88821138211382,25.2,0.0,25.4,6.400799999999999,0,6.62
28.6655,77.2846,3,A,Urban,19.0,80.88821138211382,80.88821138211382,19.0,0.0,29.5,5.605,0,2.8
28.6548,77.1227,3,A,Urban,25.1,80.88821138211382,80.88821138211382,25.1,0.0,23.7,5.9487,0,5.09
28.7526,77.2216,3,A,Urban,23.7,80.88821138211382,80.88821138211382,23.7,0.0,24.7,5.853899999999999,0,4.7
28.6948,77.2297,3,A,Urban,24.0,80.88821138211382,80.88821138211382,24.0,0.0,23.5,5.64,0,5.07
28.6859,77.1975,3,A,Urban,23.4,80.88821138211382,80.88821138211382,23.4,0.0,22.4,5.2416,0,3.75
28.6027,77.1155,3,A,Urban,25.3,80.88821138211382,80.88821138211382,25.3,0.0,21.8,5.5154000000000005,0,5.54
28.6754,77.2256,3,A,Urban,13.1,80.88821138211382,80.88821138211382,13.1,0.0,25.2,3.3012,0,8.83
28.7722,77.2506,3,A,Urban,12.9,80.88821138211382,80.88821138211382,12.9,0.0,19.3,2.4897000000000005,0,8.34
28.673,77.2759,3,A,Urban,27.9,80.88821138211382,80.88821138211382,27.9,0.0,27.3,7.6167,0,6.13
28.697,77.1212,3,A,Urban,18.9,80.88821138211382,80.88821138211382,18.9,0.0,25.9,4.895099999999999,0,5.93
28.71,77.1827,3,A,Urban,22.3,80.88821138211382,80.88821138211382,22.3,0.0,23.5,5.240500000000001,0,7.92
28.7021,77.1868,3,A,Urban,29.3,80.88821138211382,80.88821138211382,29.3,0.0,20.9,6.1237,0,7.92
28.7883,77.2178,3,A,Urban,18.6,80.88821138211382,80.88821138211382,18.6,0.0,19.7,3.6642,0,5.8
28.6586,77.2359,4,A,Urban,28.1,80.88821138211382,80.88821138211382,28.1,0.0,31.1,8.7391,0,4.03
28.6261,77.2525,4,A,Urban,26.7,80.88821138211382,80.88821138211382,26.7,0.0,30.8,8.2236,0,2.59
28.7234,77.2018,4,A,Urban,21.2,80.88821138211382,80.88821138211382,21.2,0.0,26.3,5.5756,0,9.74
28.6982,77.2365,4,A,Urban,23.6,80.88821138211382,80.88821138211382,23.6,0.0,26.8,6.3248,0,5.14
28.757,77.1971,4,A,Urban,16.5,80.88821138211382,80.88821138211382,16.5,0.0,26.9,4.4384999999999994,0,4.71
28.7101,77.1543,4,A,Urban,27.2,80.88821138211382,80.88821138211382,27.2,0.0,28.6,7.7792,0,4.53
28.6946,77.2937,4,A,Urban,23.6,80.88821138211382,80.88821138211382,23.6,0.0,29.3,6.9148000000000005,0,5.24
28.6667,77.2984,4,A,Urban,32.7,80.88821138211382,80.88821138211382,32.7,0.0,30.2,9.8754,0,5.4
28.7595,77.2192,4,A,Urban,35.2,80.88821138211382,80.88821138211382,35.2,0.0,30.0,10.56,0,2.0
28.7067,77.2647,4,A,Urban,25.2,80.88821138211382,80.88821138211382,25.2,0.0,29.2,7.3584,0,4.2
28.7554,77.1743,4,A,Urban,26.9,80.88821138211382,80.88821138211382,26.9,0.0,28.2,7.585799999999999,0,4.25
28.7221,77.1239,4,A,Urban,26.7,80.88821138211382,80.88821138211382,26.7,0.0,29.4,7.849799999999999,0,2.78
28.7482,77.2203,4,A,Urban,15.3,80.88821138211382,80.88821138211382,15.3,0.0,25.9,3.9627,0,8.46
28.6976,77.298,4,A,Urban,23.0,80.88821138211382,80.88821138211382,23.0,0.0,25.0,5.75,0,7.88
28.7528,77.1585,4,A,Urban,20.6,80.88821138211382,80.88821138211382,20.6,0.0,23.7,4.8822,0,2.59
28.7977,77.194,4,A,Urban,28.6,80.88821138211382,80.88821138211382,28.6,0.0,27.7,7.9222,0,9.96
28.6191,77.1766,4,A,Urban,24.0,80.88821138211382,80.88821138211382,24.0,0.0,28.8,6.912000000000001,0,6.51
28.6689,77.2251,4,A,Urban,23.9,80.88821138211382,80.88821138211382,23.9,0.0,29.6,7.0744,0,6.03
28.6345,77.2439,4,A,Urban,25.5,80.88821138211382,80.88821138211382,25.5,0.0,32.4,8.261999999999999,0,6.68
28.6702,77.1628,4,A,Urban,18.8,80.88821138211382,80.88821138211382,18.8,0.0,30.2,5.6776,0,2.22
28.6017,77.294,4,A,Urban,23.4,80.88821138211382,80.88821138211382,23.4,0.0,29.7,6.949799999999999,0,4.69
28.6281,77.2175,4,A,Urban,29.3,80.88821138211382,80.88821138211382,29.3,0.0,27.0,7.9110000000000005,0,4.95
28.7824,77.1389,4,A,Urban,27.0,80.88821138211382,80.88821138211382,27.0,0.0,28.7,7.749,0,5.4
28.7765,77.2913,4,A,Urban,20.7,80.88821138211382,80.88821138211382,20.7,0.0,27.7,5.7339,0,5.06
28.7586,77.13,4,A,Urban,16.7,80.88821138211382,80.88821138211382,16.7,0.0,25.3,4.2251,0,7.39
28.6682,77.2324,4,A,Urban,34.2,80.88821138211382,80.88821138211382,34.2,0.0,28.1,9.6102,0,5.76
28.6128,77.1388,4,A,Urban,22.3,80.88821138211382,80.88821138211382,22.3,0.0,30.8,6.8684,0,6.06
28.6505,77.1654,4,A,Urban,16.2,80.88821138211382,80.88821138211382,16.2,0.0,29.0,4.6979999999999995,0,6.11
28.6291,77.1928,4,A,Urban,29.6,80.88821138211382,80.88821138211382,29.6,0.0,26.8,7.932800000000001,0,7.43
28.7266,77.11,4,A,Urban,18.6,80.88821138211382,80.88821138211382,18.6,0.0,29.3,5.4498,0,3.94
28.6563,77.2682,4,A,Urban,32.2,80.88821138211382,80.88821138211382,32.2,0.0,28.2,9.080400000000001,0,3.86
28.674,77.157,4,A,Urban,26.8,80.88821138211382,80.88821138211382,26.8,0.0,29.3,7.8524,0,5.14
28.7055,77.2802,4,A,Urban,23.6,80.88821138211382,80.88821138211382,23.6,0.0,30.2,7.1272,0,2.0
28.7002,77.1979,4,A,Urban,16.4,80.88821138211382,80.88821138211382,16.4,0.0,27.9,4.5756,0,4.88
28.7917,77.1522,4,A,Urban,35.6,80.88821138211382,80.88821138211382,35.6,0.0,29.4,10.4664,0,5.23
28.7327,77.2743,4,A,Urban,22.6,80.88821138211382,80.88821138211382,22.6,0.0,31.1,7.028600000000001,0,2.8
28.7071,77.1461,4,A,Urban,27.6,80.88821138211382,80.88821138211382,27.6,0.0,29.0,8.004000000000001,0,8.24
28.6822,77.1538,4,A,Urban,30.7,80.88821138211382,80.88821138211382,30.7,0.0,29.3,8.9951,0,5.95
28.7562,77.1733,4,A,Urban,19.4,80.88821138211382,80.88821138211382,19.4,0.0,28.3,5.4902,0,5.68
28.6301,77.1932,4,A,Urban,31.5,80.88821138211382,80.88821138211382,31.5,0.0,29.8,9.387,0,9.46
28.6535,77.2292,4,A,Urban,19.0,80.88821138211382,80.88821138211382,19.0,0.0,28.9,5.4910000000000005,0,6.84
28.6504,77.291,5,A,Urban,22.5,80.88821138211382,80.88821138211382,22.5,0.0,30.0,6.75,0,5.83
28.7666,77.2229,5,A,Urban,38.5,80.88821138211382,80.88821138211382,38.5,0.0,30.1,11.588500000000002,0,7.2
28.6242,77.1012,5,A,Urban,48.1,80.88821138211382,80.88821138211382,48.1,0.0,30.5,14.670499999999999,0,4.6
28.7754,77.2563,5,A,Urban,59.7,80.88821138211382,80.88821138211382,59.7,0.0,28.4,16.9548,0,6.03
28.6453,77.1937,5,A,Urban,27.0,80.88821138211382,80.88821138211382,27.0,0.0,29.0,7.83,0,7.98
28.798,77.2556,5,A,Urban,39.1,80.88821138211382,80.88821138211382,39.1,0.0,27.9,10.9089,0,5.32
28.6435,77.1273,5,A,Urban,72.1,80.88821138211382,80.88821138211382,72.1,0.0,33.2,23.937199999999997,0,8.74
28.6585,77.1661,5,A,Urban,60.4,80.88821138211382,80.88821138211382,60.4,0.0,27.7,16.7308,0,10.44
28.6425,77.1749,5,A,Urban,41.7,80.88821138211382,80.88821138211382,41.7,0.0,29.9,12.4683,0,7.77
28.644,77.113,5,A,Urban,49.7,80.88821138211382,80.88821138211382,49.7,0.0,28.4,14.1148,0,9.08
28.6787,77.1128,5,A,Urban,54.8,80.88821138211382,80.88821138211382,54.8,0.0,28.9,15.837199999999998,0,5.91
28.6672,77.1268,5,A,Urban,53.7,80.88821138211382,80.88821138211382,53.7,0.0,31.9,17.1303,0,10.85
28.7531,77.268,5,A,Urban,53.0,80.88821138211382,80.88821138211382,53.0,0.0,27.8,14.734000000000002,0,7.93
28.7331,77.2913,5,A,Urban,46.4,80.88821138211382,80.88821138211382,46.4,0.0,31.4,14.569599999999998,0,6.51
28.6643,77.2979,5,A,Urban,47.4,80.88821138211382,80.88821138211382,47.4,0.0,27.4,12.9876,0,6.25
28.6936,77.2973,5,A,Urban,63.0,80.88821138211382,80.88821138211382,63.0,0.0,35.2,22.176000000000002,0,3.79
28.6109,77.2684,5,A,Urban,33.8,80.88821138211382,80.88821138211382,33.8,0.0,34.8,11.762399999999998,0,6.65
28.6025,77.1002,5,A,Urban,43.9,80.88821138211382,80.88821138211382,43.9,0.0,27.5,12.0725,0,7.78
28.6384,77.2307,5,A,Urban,45.1,80.88821138211382,80.88821138211382,45.1,0.0,29.7,13.3947,0,7.33
28.7324,77.2442,5,A,Urban,33.7,80.88821138211382,80.88821138211382,33.7,0.0,29.6,9.975200000000001,0,6.89
28.6157,77.1852,5,A,Urban,41.6,80.88821138211382,80.88821138211382,41.6,0.0,29.9,12.4384,0,9.95
28.7286,77.2722,5,A,Urban,57.8,80.88821138211382,80.88821138211382,57.8,0.0,27.7,16.0106,0,6.85
28.6579,77.2325,5,A,Urban,54.2,80.88821138211382,80.88821138211382,54.2,0.0,36.3,19.6746,0,8.63
28.7763,77.2172,5,A,Urban,63.3,80.88821138211382,80.88821138211382,63.3,0.0,28.6,18.1038,0,8.55
28.7356,77.2804,5,A,Urban,62.1,80.88821138211382,80.88821138211382,62.1,0.0,29.1,18.0711,0,6.76
28.7163,77.126,5,A,Urban,47.9,80.88821138211382,80.88821138211382,47.9,0.0,26.2,12.5498,0,9.48
28.607,77.2083,5,A,Urban,37.0,80.88821138211382,80.88821138211382,37.0,0.0,29.9,11.062999999999999,0,8.22
28.6433,77.1527,5,A,Urban,53.2,80.88821138211382,80.88821138211382,53.2,0.0,32.2,17.1304,0,5.66
28.7896,77.2434,5,A,Urban,50.4,80.88821138211382,80.88821138211382,50.4,0.0,32.6,16.4304,0,4.36
28.6151,77.1063,5,A,Urban,24.4,80.88821138211382,80.88821138211382,24.4,0.0,29.1,7.1004,0,10.71
28.7104,77.2115,5,A,Urban,44.5,80.88821138211382,80.88821138211382,44.5,0.0,26.0,11.57,0,2.43
28.7641,77.1902,5,A,Urban,39.6,80.88821138211382,80.88821138211382,39.6,0.0,32.6,12.909600000000001,0,7.21
28.7732,77.2781,5,A,Urban,36.3,80.88821138211382,80.88821138211382,36.3,0.0,28.0,10.163999999999998,0,7.96
28.6163,77.1271,5,A,Urban,54.9,80.88821138211382,80.88821138211382,54.9,0.0,31.5,17.293499999999998,0,5.26
28.7471,77.2719,5,A,Urban,34.2,80.88821138211382,80.88821138211382,34.2,0.0,28.5,9.747,0,8.65
28.715,77.2476,5,A,Urban,44.0,80.88821138211382,80.88821138211382,44.0,0.0,29.3,12.892000000000001,0,6.94
28.6128,77.2076,5,A,Urban,36.1,80.88821138211382,80.88821138211382,36.1,0.0,32.3,11.6603,0,8.44
28.6824,77.2493,5,A,Urban,53.8,80.88821138211382,80.88821138211382,53.8,0.0,34.7,18.6686,0,4.72
28.7528,77.2984,5,A,Urban,34.9,80.88821138211382,80.88821138211382,34.9,0.0,26.0,9.074,0,6.16
28.7387,77.2834,5,A,Urban,40.9,80.88821138211382,80.88821138211382,40.9,0.0,27.5,11.2475,0,6.46
28.657,77.191,5,A,Urban,35.3,80.88821138211382,80.88821138211382,35.3,0.0,28.6,10.095799999999999,0,10.17
28.6532,77.2207,6,A,Urban,164.8,80.88821138211382,80.88821138211382,164.8,0.0,32.5,53.56,1,12.26
28.6892,77.1693,6,A,Urban,176.7,80.88821138211382,80.88821138211382,176.7,0.0,31.1,54.9537,1,9.07
28.6144,77.1189,6,A,Urban,145.2,80.88821138211382,80.88821138211382,145.2,0.0,28.0,40.65599999999999,1,10.2
28.6674,77.2506,6,A,Urban,196.6,80.88821138211382,80.88821138211382,196.6,0.0,27.5,54.065,1,8.55
28.7458,77.2496,6,A,Urban,189.4,80.88821138211382,80.88821138211382,189.4,0.0,26.2,49.6228,1,9.44
28.7043,77.2843,6,A,Urban,115.0,80.88821138211382,80.88821138211382,115.0,0.0,30.6,35.19,1,9.21
28.7183,77.2468,6,A,Urban,227.8,80.88821138211382,80.88821138211382,227.8,0.0,32.9,74.9462,1,11.34
28.7444,77.223,6,A,Urban,166.9,80.88821138211382,80.88821138211382,166.9,0.0,28.8,48.0672,1,6.55
28.7509,77.2443,6,A,Urban,154.0,80.88821138211382,80.88821138211382,154.0,0.0,30.7,47.278,1,8.79
28.6914,77.1657,6,A,Urban,145.3,80.88821138211382,80.88821138211382,145.3,0.0,28.7,41.701100000000004,1,12.02
28.6244,77.1225,6,A,Urban,235.3,80.88821138211382,80.88821138211382,235.3,0.0,29.8,70.1194,1,9.3
28.7424,77.1117,6,A,Urban,124.7,80.88821138211382,80.88821138211382,124.7,0.0,29.8,37.1606,1,10.8
28.7623,77.2657,6,A,Urban,165.5,80.88821138211382,80.88821138211382,165.5,0.0,25.0,41.375,1,11.79
28.6436,77.1654,6,A,Urban,113.8,80.88821138211382,80.88821138211382,113.8,0.0,30.6,34.8228,1,9.67
28.6466,77.2177,6,A,Urban,91.1,80.88821138211382,80.88821138211382,91.1,0.0,29.9,27.238899999999997,1,10.71
28.7333,77.2165,6,A,Urban,103.6,80.88821138211382,80.88821138211382,103.6,0.0,29.3,30.3548,1,9.7
28.6183,77.25,6,A,Urban,174.3,80.88821138211382,80.88821138211382,174.3,0.0,28.4,49.5012,1,8.07
28.6057,77.1274,6,A,Urban,196.1,80.88821138211382,80.88821138211382,196.1,0.0,30.7,60.20269999999999,1,11.59
28.6427,77.1651,6,A,Urban,145.0,80.88821138211382,80.88821138211382,145.0,0.0,30.4,44.08,1,8.03
28.684,77.2227,6,A,Urban,168.0,80.88821138211382,80.88821138211382,168.0,0.0,33.4,56.111999999999995,1,11.13
28.6598,77.1718,6,A,Urban,164.2,80.88821138211382,80.88821138211382,164.2,0.0,31.4,51.55879999999999,1,13.42
28.6357,77.1752,6,A,Urban,60.6,80.88821138211382,80.88821138211382,60.6,0.0,27.1,16.422600000000003,1,9.74
28.736,77.2795,6,A,Urban,220.1,80.88821138211382,80.88821138211382,220.1,0.0,28.5,62.7285,1,8.87
28.7085,77.2598,6,A,Urban,74.6,80.88821138211382,80.88821138211382,74.6,0.0,27.8,20.7388,1,8.25
28.7583,77.2911,6,A,Urban,135.8,80.88821138211382,80.88821138211382,135.8,0.0,30.9,41.9622,1,9.58
28.7648,77.1962,6,A,Urban,129.9,80.88821138211382,80.88821138211382,129.9,0.0,34.1,44.2959,1,8.23
28.7393,77.1106,6,A,Urban,160.8,80.88821138211382,80.88821138211382,160.8,0.0,30.6,49.204800000000006,1,10.98
28.6474,77.1647,6,A,Urban,255.7,80.88821138211382,80.88821138211382,255.7,0.0,28.3,72.36309999999999,1,11.29
28.6596,77.1111,6,A,Urban,94.0,80.88821138211382,80.88821138211382,94.0,0.0,30.7,28.857999999999997,1,5.2
28.6294,77.2102,6,A,Urban,170.0,80.88821138211382,80.88821138211382,170.0,0.0,26.9,45.73,1,8.24
28.6705,77.1347,6,A,Urban,146.5,80.88821138211382,80.88821138211382,146.5,0.0,26.5,38.8225,1,6.44
28.6601,77.2313,6,A,Urban,150.2,80.88821138211382,80.88821138211382,150.2,0.0,31.4,47.1628,1,8.62
28.7708,77.2143,6,A,Urban,124.8,80.88821138211382,80.88821138211382,124.8,0.0,26.5,33.071999999999996,1,10.5
28.6899,77.1557,6,A,Urban,158.6,80.88821138211382,80.88821138211382,158.6,0.0,27.3,43.297799999999995,1,9.08
28.7754,77.2055,6,A,Urban,101.9,80.88821138211382,80.88821138211382,101.9,0.0,26.7,27.2073,1,9.42
28.7601,77.2249,6,A,Urban,98.5,80.88821138211382,80.88821138211382,98.5,0.0,29.0,28.565,1,10.51
28.704,77.1801,6,A,Urban,153.2,80.88821138211382,80.88821138211382,153.2,0.0,33.3,51.01559999999999,1,10.09
28.668,77.1357,6,A,Urban,226.8,80.88821138211382,80.88821138211382,226.8,0.0,31.8,72.12240000000001,1,12.56
28.6742,77.1151,6,A,Urban,171.3,80.88821138211382,80.88821138211382,171.3,0.0,29.3,50.1909,1,11.06
28.7247,77.2333,6,A,Urban,101.5,80.88821138211382,80.88821138211382,101.5,0.0,30.0,30.45,1,11.25
28.7106,77.1977,6,A,Urban,181.6,80.88821138211382,80.88821138211382,181.6,0.0,26.3,47.760799999999996,1,8.22
28.7907,77.2567,7,A,Urban,233.9,80.88821138211382,80.88821138211382,233.9,0.0,31.7,74.1463,1,12.55
28.6988,77.2748,7,A,Urban,206.3,80.88821138211382,80.88821138211382,206.3,0.0,25.6,52.81280000000001,1,14.92
28.6078,77.2696,7,A,Urban,236.1,80.88821138211382,80.88821138211382,236.1,0.0,29.1,68.7051,1,15.48
28.7573,77.278,7,A,Urban,238.0,80.88821138211382,80.88821138211382,238.0,0.0,27.7,65.92599999999999,1,13.98
28.7992,77.1233,7,A,Urban,221.0,80.88821138211382,80.88821138211382,221.0,0.0,29.4,64.97399999999999,1,15.86
28.6112,77.2013,7,A,Urban,137.7,80.88821138211382,80.88821138211382,137.7,0.0,25.8,35.5266,1,13.81
28.6853,77.2879,7,A,Urban,115.3,80.88821138211382,80.88821138211382,115.3,0.0,24.1,27.787300000000002,1,14.93
28.7264,77.2601,7,A,Urban,69.6,80.88821138211382,80.88821138211382,69.6,0.0,29.8,20.7408,1,12.68
28.7067,77.1677,7,A,Urban,291.4,80.88821138211382,80.88821138211382,291.4,0.0,28.8,83.9232,1,11.65
28.634,77.1571,7,A,Urban,225.8,80.88821138211382,80.88821138211382,225.8,0.0,28.9,65.25619999999999,1,11.17
28.6037,77.2511,7,A,Urban,171.6,80.88821138211382,80.88821138211382,171.6,0.0,23.8,40.8408,1,10.47
28.7769,77.1171,7,A,Urban,229.1,80.88821138211382,80.88821138211382,229.1,0.0,29.3,67.1263,1,12.59
28.7232,77.1585,7,A,Urban,314.1,80.88821138211382,80.88821138211382,314.1,0.0,24.9,78.2109,1,12.15
28.6122,77.1474,7,A,Urban,249.5,80.88821138211382,80.88821138211382,249.5,0.0,30.6,76.34700000000001,1,13.65
28.7249,77.1475,7,A,Urban,265.1,80.88821138211382,80.88821138211382,265.1,0.0,26.5,70.25150000000001,1,12.17
28.7965,77.2417,7,A,Urban,275.9,80.88821138211382,80.88821138211382,275.9,0.0,27.7,76.42429999999999,1,11.74
28.6367,77.2023,7,A,Urban,258.9,80.88821138211382,80.88821138211382,258.9,0.0,25.9,67.0551,1,12.15
28.7817,77.2037,7,A,Urban,219.2,80.88821138211382,80.88821138211382,219.2,0.0,27.9,61.1568,1,12.8
28.7386,77.2735,7,A,Urban,197.4,80.88821138211382,80.88821138211382,197.4,0.0,26.1,51.5214,1,12.72
28.602,77.2378,7,A,Urban,248.9,80.88821138211382,80.88821138211382,248.9,0.0,25.6,63.7184,1,12.24
28.7131,77.2275,7,A,Urban,179.0,80.88821138211382,80.88821138211382,179.0,0.0,27.9,49.940999999999995,1,13.41
28.7694,77.208,7,A,Urban,242.6,80.88821138211382,80.88821138211382,242.6,0.0,27.3,66.2298,1,13.4
28.7164,77.2734,7,A,Urban,227.7,80.88821138211382,80.88821138211382,227.7,0.0,27.3,62.1621,1,13.41
28.608,77.1402,7,A,Urban,221.5,80.88821138211382,80.88821138211382,221.5,0.0,25.1,55.596500000000006,1,11.67
28.661,77.172,7,A,Urban,172.4,80.88821138211382,80.88821138211382,172.4,0.0,26.1,44.9964,1,13.73
28.7075,77.1888,7,A,Urban,206.0,80.88821138211382,80.88821138211382,206.0,0.0,29.2,60.152,1,13.73
28.6855,77.2282,7,A,Urban,325.3,80.88821138211382,80.88821138211382,325.3,0.0,24.1,78.3973,1,13.64
28.7963,77.2037,7,A,Urban,150.6,80.88821138211382,80.88821138211382,150.6,0.0,26.0,39.156,1,14.99
28.7998,77.2158,7,A,Urban,226.5,80.88821138211382,80.88821138211382,226.5,0.0,25.1,56.85150000000001,1,12.66
28.7593,77.1576,7,A,Urban,265.8,80.88821138211382,80.88821138211382,265.8,0.0,29.5,78.411,1,9.53
28.722,77.2121,7,A,Urban,234.9,80.88821138211382,80.88821138211382,234.9,0.0,28.0,65.77199999999999,1,15.84
28.6362,77.2088,7,A,Urban,205.8,80.88821138211382,80.88821138211382,205.8,0.0,26.9,55.360200000000006,1,14.45
28.7634,77.2307,7,A,Urban,178.2,80.88821138211382,80.88821138211382,178.2,0.0,25.1,44.728199999999994,1,17.31
28.6454,77.1008,7,A,Urban,212.7,80.88821138211382,80.88821138211382,212.7,0.0,27.0,57.428999999999995,1,13.12
28.739,77.1803,7,A,Urban,191.8,80.88821138211382,80.88821138211382,191.8,0.0,23.6,45.26480000000001,1,12.62
28.641,77.1603,7,A,Urban,110.4,80.88821138211382,80.88821138211382,110.4,0.0,28.1,31.0224,1,12.01
28.7425,77.227,7,A,Urban,264.2,80.88821138211382,80.88821138211382,264.2,0.0,25.9,68.42779999999999,1,13.25
28.6183,77.1873,7,A,Urban,136.7,80.88821138211382,80.88821138211382,136.7,0.0,28.3,38.686099999999996,1,18.08
28.6662,77.2085,7,A,Urban,201.0,80.88821138211382,80.88821138211382,201.0,0.0,26.8,53.868,1,13.2
28.621,77.1045,7,A,Urban,180.6,80.88821138211382,80.88821138211382,180.6,0.0,27.1,48.9426,1,10.58
28.7407,77.1405,7,A,Urban,164.9,80.88821138211382,80.88821138211382,164.9,0.0,27.8,45.842200000000005,1,10.73
28.7308,77.299,8,A,Urban,287.9,80.88821138211382,80.88821138211382,287.9,0.0,23.5,67.6565,1,15.72
28.6225,77.2453,8,A,Urban,206.9,80.88821138211382,80.88821138211382,206.9,0.0,27.0,55.863,1,18.33
28.6526,77.109,8,A,Urban,239.3,80.88821138211382,80.88821138211382,239.3,0.0,25.1,60.0643,1,15.93
28.783,77.1281,8,A,Urban,317.1,80.88821138211382,80.88821138211382,317.1,0.0,27.8,88.1538,1,14.31
28.6638,77.1103,8,A,Urban,204.7,80.88821138211382,80.88821138211382,204.7,0.0,22.4,45.852799999999995,1,15.89
28.7123,77.2386,8,A,Urban,75.3,80.88821138211382,80.88821138211382,75.3,0.0,28.5,21.460499999999996,1,18.31
28.6439,77.2468,8,A,Urban,181.8,80.88821138211382,80.88821138211382,181.8,0.0,24.3,44.177400000000006,1,19.45
28.6595,77.1941,8,A,Urban,196.6,80.88821138211382,80.88821138211382,196.6,0.0,25.3,49.739799999999995,1,18.78
28.6471,77.287,8,A,Urban,200.5,80.88821138211382,80.88821138211382,200.5,0.0,24.5,49.1225,1,18.28
28.6145,77.2138,8,A,Urban,257.4,80.88821138211382,80.88821138211382,257.4,0.0,26.0,66.92399999999999,1,16.12
28.669,77.1372,8,A,Urban,208.6,80.88821138211382,80.88821138211382,208.6,0.0,25.5,53.193000000000005,1,16.28
28.7111,77.265,8,A,Urban,242.4,80.88821138211382,80.88821138211382,242.4,0.0,25.5,61.812,1,18.35
28.6297,77.2711,8,A,Urban,219.6,80.88821138211382,80.88821138211382,219.6,0.0,23.1,50.7276,1,17.42
28.638,77.2853,8,A,Urban,197.7,80.88821138211382,80.88821138211382,197.7,0.0,24.3,48.0411,1,18.33
